city,state,county,name,zip,state2,address,phone
Frankfort,IN,clinton,Fire Department,46041,in,201 South Clay Street,765-654-4329
Forest,IN,clinton,Forest Fire Department,46039,in,9753 East County Road 600 North,765-249-2309
Kirklin,IN,clinton,Kirklin Township Volunteer Fire Department,46050,in,107 West Jefferson Street,765-279-8094
Mulberry,IN,clinton,Madison Township Fire Department,46058,in,606 East Jackson Street,765-296-2466
Michigantown,IN,clinton,Michigan Township Volunteer Fire Department,46057,in,701 7th St,765-249-3125
Colfax,IN,clinton,Perry Twp Fire Department,46035,in,103 Main Street,765-324-2506
Rossville,IN,clinton,Rossville Fire Department,46065,in,23 West Main Street,765-379-2330
English,IN,crawford,English Volunteer Fire Department,47118,in,207 Strawberry Lane,812-338-3000
Leavenworth,IN,crawford,Leavenworth Fire Department,47137,in,2nd St & East St,812-739-4850
Marengo,IN,crawford,Marengo Liberty Twp Fire Association,47140,in,163 South Main Street,812-365-9002
Milltown,IN,crawford,Milltown Volunteer Fire Department,47145,in,507 Indiana Avenue,812-633-2449
Cannelburg,IN,daviess,Cannelburg Volunteer Fire Department,47519,in,900 E Main St,812-486-3563
Montgomery,IN,daviess,Harrison Township Volunteer Fire Department,47558,in,4757 East 600 South,812-486-8124
Montgomery,IN,daviess,Montgomery Volunteer Fire Department,47558,in,370 North Main Street,812-486-3298
Odon,IN,daviess,Odon Volunteer Fire Department,47562,in,58 North West Street,812-636-4321
Plainville,IN,daviess,Plainville Volunteer Fire Department,47568,in,Williams St,812-687-7227
Washington,IN,daviess,Washington Fire Department,47501,in,200 Harned Avenue,812-254-1172
Washington,IN,daviess,Washington Township Volunteer Fire Department,47501,in,367 West 150 South,812-254-3959
Ashley,IN,dekalb,Ashley Fire Department,46705,in,101 North Union Avenue,260-587-9222
Auburn,IN,dekalb,Auburn Fire Department,46706,in,902 South Grandstaff Drive,260-925-8255
Butler,IN,dekalb,Butler Fire Barn,46721,in,120 West Main Street,260-868-2044
St. Joe,IN,dekalb,Concord Twp Fire Department,46785,in,300 Hart Street,260-337-5777
Corunna,IN,dekalb,Corunna Fire Department,46730,in,1111 U.s. 6,260-281-2271
Garrett,IN,dekalb,Garrett Fire Department,46738,in,200 North Cowen Street,260-357-6670
Auburn,IN,dekalb,Jackson Township Fire Department,46706,in,3390 County Road 60,260-925-4940
Waterloo,IN,dekalb,Waterloo Fire Department,46793,in,305 Sheridan Street,260-837-5461
Aurora,IN,dearborn,Aurora Fire Department,47001,in,5950 Dutch Hollow Road,812-926-1225
Lawrenceburg,IN,dearborn,Bright Volunteer Fire Company,47025,in,23759 Brightwood Drive,812-637-3473
Dillsboro,IN,dearborn,Dillsboro Fire Department,47018,in,10100 Front Street,812-432-5262
West Harrison,IN,dearborn,Drewersburg Volunteer Fire Department,47060,in,3072 Drewersburg Pike,812-656-8249
Greendale,IN,dearborn,Greendale Fire Department,47025,in,911 Ridge Avenue,812-537-1335
Aurora,IN,dearborn,Hogan Twp Fire Department,47001,in,12900 Water Street,812-926-3441
Lawrenceburg,IN,dearborn,Lawrenceburg Fire Department,47025,in,300 West Tate Street,812-537-1509
Lawrenceburg,IN,dearborn,Miller York Volunteer Fire Dpt,47025,in,19415 Highway 1,812-537-0321
Greensburg,IN,decatur,Burney-Clay Twp Vol Fire Department,47240,in,8433 West Co Road 100 South,812-663-8198
Clarksburg,IN,decatur,Clarksburg Community Volunteer Fire Department,47225,in,6645 N County Rd,812-527-2115
Greensburg,IN,decatur,Greensboro Fire Department,47240,in,110 West Main Street,765-987-8345
Greensburg,IN,decatur,Greensburg Fire Department,47240,in,528 North Ireland Street,812-663-8671
Greensburg,IN,decatur,Letts Community Volunteer Fire Department,47240,in,6414 South Co Road 60 Southwest,812-591-0188
Greensburg,IN,decatur,Marion Township Volunteer Fire Department,47240,in,7193 South Co Road 250 East,812-663-7892
St. Paul,IN,decatur,St Paul Fire Department,47272,in,110 North Webster Street,765-525-7104
Albany,IN,delaware,Albany Fire Department,47320,in,214 East State Street,765-789-6390
Muncie,IN,delaware,Cowan Volunteer Fire Department,47302,in,9407 South Olive Street,765-282-0199
Eaton,IN,delaware,Eaton Fire Department,47338,in,602 East Harris Street,765-396-9468
Muncie,IN,delaware,Hamilton Twp Fire Department,47303,in,8021 Highway 3,765-282-4041
Selma,IN,delaware,Liberty Township Volunteer Fire Department,47383,in,1408 North Co Road 600 East,765-289-4142
Muncie,IN,delaware,Muncie Fire Department,47305,in,421 East Jackson Street,765-747-4870
Daleville,IN,delaware,Salem Twp Fire Department,47334,in,14010 West Daleville Road,765-378-5010
Yorktown,IN,delaware,Yorktown Fire Department,47396,in,8905 West Smith Street,765-759-5836
Birdseye,IN,dubois,Birdseye Volunteer Fire Department,47513,in,9 West 1st Street,812-389-2350
Dubois,IN,dubois,Dubois Fire Department,47527,in,4579 North 2nd Street,812-678-5101
Ferdinand,IN,dubois,Ferdinand Volunteer Fire Department,47532,in,221 East 4th Street,812-367-1313
Jasper,IN,dubois,Haysville Community Volunteer Fire Department,47546,in,195 State Road 56,812-695-4441
Holland,IN,dubois,Holland Volunteer Fire Department,47541,in,504 West Main Street,812-536-3331
Huntingburg,IN,dubois,Huntingburg City Hall,47542,in,508 East 4th Street,812-683-2211
Jasper,IN,dubois,Jasper Volunteer Fire Department,47546,in,309 East 6th Street,812-482-1741
Jasper,IN,dubois,Madison Township Volunteer Fire Department,47546,in,5053 West Main Street,821-482-7170
Birdseye,IN,dubois,Schnellville Fire Department,47513,in,8090 East Schnellville Road,812-389-2815
Ferdinand,IN,dubois,St Henry Volunteer Fire Department,47532,in,1211 West 1100 South,812-630-0769
Saint Anthony,IN,dubois,St. Anthony Volunteer Fire Department,47575,in,4068 East 450 South,812-326-2208
Elkhart,IN,elkhart,Baugo Township Fire Department,46517,in,57955 County Road 3,574-293-0780
Goshen,IN,elkhart,Benton Township Volunteer Fire Department,46526,in,68073 U.s. 33,574-642-3475
Bristol,IN,elkhart,Bristol Fire Department,46507,in,405 East Elkhart Street,574-848-4155
Elkhart,IN,elkhart,Cleveland Township Fire Department: Station Number 2,46514,in,51233 County Road 5,574-264-5443
Millersburg,IN,elkhart,Clinton Township Fire Department,46543,in,500 Carriage Lane,574-642-3413
Elkhart,IN,elkhart,Concord Fire Department Station 1,46516,in,23625 County Road 18,574-875-5920
Elkhart,IN,elkhart,Elkhart Fire Department,46516,in,500 East Street,574-293-8931
Goshen,IN,elkhart,Elkhart Township Fire Department,46526,in,308 Egbert Road,574-533-4795
Goshen,IN,elkhart,Goshen Fire Department,46526,in,209 North 3rd Street,574-533-7878
Goshen,IN,elkhart,Jefferson Twp Fire Department,46528,in,58518 Indiana 15,574-533-0261
Middlebury,IN,elkhart,Middlebury Township Fire Department,46540,in,117 North Main Street,574-825-1492
Nappanee,IN,elkhart,Nappanee Fire Department,46550,in,300 West Lincoln Street,574-773-2112
Elkhart,IN,elkhart,New Lisbon Community Volunteer Fire Department,46514,in,47366 New Castle Drive,765-332-2016
New Paris,IN,elkhart,New Paris Fire Department,46553,in,146 County Rd,574-831-4423
Elkhart,IN,elkhart,Osolo Twp Fire Department,46514,in,24936 Buddy Street,574-264-1066
Wakarusa,IN,elkhart,Wakarusa Volunteer Fire Department,46573,in,301 East Waterford Street,574-862-3168
Connersville,IN,fayette,Bentonville Fire Department,47331,in,5448 West County Road 700 North,765-478-5732
Connersville,IN,fayette,Connersville Fire Department,47331,in,204 West 6th Street,765-825-1113
Connersville,IN,fayette,Everton Volunteer Fire Department,47331,in,5475 Highway 1,765-825-3031
Georgetown,IN,floyd,Georgetown Township Fire Protection District,47122,in,5610 Corydon Ridge Road,812-948-0288
Greenville,IN,floyd,Greenville Township Volunteer Fire Department,47124,in,PO Box 121,812-923-5991
Floyds Knobs,IN,floyd,Lafayette Twp Fire Protection District,47119,in,4002 Scottsville Road,812-923-8003
New Albany,IN,floyd,New Albany Fire Department,47150,in,3037 Grant Line Road,812-948-5311
New Albany,IN,floyd,New Chapel Fire Company,47150,in,4211 Chapel Lane,812-944-1212
Attica,IN,fountain,Attica Fire Department,47918,in,305 East Main Street,765-762-7024
Covington,IN,fountain,Covington Troy-Mound Volunteer Fire Department,47932,in,210 4th Street,765-793-3447
Kingman,IN,fountain,Kingman Volunteer Fire Department,47952,in,West Vine St,765-397-3025
Veedersburg,IN,fountain,Veedersburg Van Buren Volunteer Fire Department,47987,in,100 South Main Street,765-294-4410
Hillsboro,IN,fountain,Wallace Fire Department,47949,in,3898 Highway 341,765-397-3000
Brookville,IN,franklin,Blooming Grove Volunteer Fire Department,47012,in,15025 Stone Church Road,765-647-5878
Brookville,IN,franklin,Brookville Volunteer Fire Department,47012,in,900 Mill Street,765-647-1485
Oldenburg,IN,franklin,Eagle Fire Company,47036,in,3028 Pearl Street,812-934-5856
Laurel,IN,franklin,Laurel Volunteer Fire Department,47024,in,101 Pearl Street,765-698-3848
New Trenton,IN,franklin,New Trenton Volunteer Fire Department,47035,in,5138 Depot Road,812-637-5395
Rochester,IN,fulton,Aubbeenaubbee Township Fire Department,46975,in,7400 Main Street,574-542-4676
Rochester,IN,fulton,Fulton Fire Department,46975,in,101 East Dunn Street,574-857-3001
Kewanna,IN,fulton,Kewanna Fire Department,46939,in,404 North Toner Street,574-653-2139
Rochester,IN,fulton,Rochester Fire Department,46975,in,122 East 7th Street,574-223-6113
Kewanna,IN,fulton,Wayne Township Volunteer Fire Department,46939,in,7405 Route 17,
Oakland,IN,gibson,Buckskin Volunteer Fire Department,47660,in,RR 3 Box 204A,
Oakland,IN,gibson,Columbia Township Volunteer Fire Department,47660,in,269 S 1200 E,812-749-4586
Fort Branch,IN,gibson,Fort Branch Union Township Fire Department,47648,in,204 West Vine Street,812-753-4078
Francisco,IN,gibson,Francisco Fire Department,47649,in,203 East Main Street,812-782-3768
Hazleton,IN,gibson,Hazleton Fire Department,47640,in,108 South Mill Street,812-784-4606
Oakland,IN,gibson,Oakland City Fire Department,47660,in,314 North Main Street,812-749-4037
Owensville,IN,gibson,Owensville Fire Department,47665,in,306 East Warrick Street,812-724-2171
Patoka,IN,gibson,Patoka - White River Volunteer Fire Department White River Township,47666,in,201 Maincross St,812-779-3681
Princeton,IN,gibson,Patoka Township Fire & Rescue,47670,in,509 White Church Road,812-386-1591
Princeton,IN,gibson,Princeton Fire Department,47670,in,500 North Embree Street,812-385-4672
Oakland,IN,gibson,Somerville Volunteer Fire Department,47660,in,100 Main Street,812-795-2566
Oakland,IN,gibson,Spurgeon-Monroe Township Fire Department,47660,in,11125 Indiana 61,812-721-1102
Marion,IN,grant,Center Twp Volunteer Fire Department,46953,in,1605 East 38th Street,765-674-6376
Converse,IN,grant,Converse Volunteer Fire Department,46919,in,707 East Marion Avenue,765-395-7006
Fairmount,IN,grant,Fairmount Fire Department,46928,in,214 West Washington Street,765-948-5500
Gas,IN,grant,Gas City Fire Department,46933,in,111 South 3rd Street,765-677-3088
Gas,IN,grant,Gas City Rescue Squad,46933,in,401 South 1st Street,765-677-3086
Fairmount,IN,grant,Gaston Volunteer Fire Department,46928,in,105 Sycamore Street,765-358-3104
Fairmount,IN,grant,Green Township Volunteer Fire Department,46928,in,9020 South 800 West,765-922-7502
Jonesboro,IN,grant,Jonesboro Volunteer Fire Department,46933,in,W 6th St,765-674-1562
Marion,IN,grant,Marion Fire Department,46952,in,301 South Branson Street,765-668-4474
Fairmount,IN,grant,Matthews Volunteer Fire Department,46928,in,731 Massachusetts Avenue,765-998-2588
Marion,IN,grant,Mill Twp Fire Department,46953,in,2113 East Old Kokomo Road,765-674-2500
Sweetser,IN,grant,Pleasant Township Volunteer Fire Department,46987,in,PO Box 399,765-384-5114
Swayzee,IN,grant,Swayzee Fire Department,46986,in,108 North Washington Street,765-922-7800
Upland,IN,grant,Upland Volunteer Fire Department,46989,in,127 North Main Street,765-998-7693
Van Buren,IN,grant,Van Buren Clerk Treasurer Office,46991,in,201 South 1st Street,765-934-3991
Marion,IN,grant,Washington Twp Volunteer Fire,46952,in,1513 North Bethlehem Road,765-664-7143
Bloomfield,IN,greene,Center Township Fire Department,47424,in,11216 Route 54,812-825-2799
Bloomfield,IN,greene,Center Township Volunteer Fire Department,47424,in,RR 4 Box 364,812-825-2799
Solsberry,IN,greene,Eastern Volunteer Fire Department,47459,in,State Rd 43 S,812-825-9969
Bloomfield,IN,greene,Highland Township Fire Department,47424,in,Rr 1,812-384-3160
Jasonville,IN,greene,Jasonville Fire Department,47438,in,145 South Lawton Street,812-665-2344
Linton,IN,greene,Linton Fire Department,47441,in,46 Northwest A Street,812-847-4413
Lyons,IN,greene,Lyons Fire Department,47443,in,690 West Broad Street,812-659-2100
Owensburg,IN,greene,Owensburg-Jackson Township Fire Department,47453,in,11523 East Main Street,812-863-2310
Bloomfield,IN,greene,Richland-Taylor Fire Department,47424,in,231 S None Hwy,812-384-4014
Worthington,IN,greene,Worthington Fire Protection Territory,47471,in,20 South Commercial Street,812-875-2641
Linton,IN,greene,Wright Township Volunteer Fire Department,47441,in,Rr 1,812-665-9017
Carmel,IN,hamilton,Carmel Fire Department,46032,in,2 Civic Square,317-571-2600
Cicero,IN,hamilton,Cicero Volunteer Fire Department,46034,in,1359 Stringtown Pike,317-984-4575
Fishers,IN,hamilton,Fishers Fire Station 91,46038,in,2 Municipal Drive,317-595-3200
Arcadia,IN,hamilton,Jackson Township Fire Territory Station 55,46030,in,508 Main Street,317-984-3443
Noblesville,IN,hamilton,Noblesville City Fire Station,46060,in,135 South 9th Street,317-773-1313
Atlanta,IN,hamilton,Pendleton Fire Department,46031,in,100 East Kauffman Street,765-623-6686
Sheridan,IN,hamilton,Sheridan Fire Department,46069,in,506 South Main Street,317-758-4561
Noblesville,IN,hamilton,Wayne Township Volunteer Fire,46060,in,18116 East 143rd,765-534-4650
Westfield,IN,hamilton,Westfield Fire Department,46074,in,17535 Dartown Road,317-896-2704
Greenfield,IN,hancock,Buck Creek Township Fire Station 71,46140,in,5809 West Airport Boulevard,317-335-1403
Greenfield,IN,hancock,Green Township Fire Department,46140,in,8031 North State Road 9,317-326-7040
Greenfield,IN,hancock,Greenfield Fire Department,46140,in,17 West South Street,317-477-4430
McCordsville,IN,hancock,Mc Cordsville Fire Department,46055,in,7580 North Form Street,317-335-3497
Greenfield,IN,hancock,Morristown Fire Department,46140,in,231 East Main Street,765-763-1268
New Palestine,IN,hancock,New Palestine Fire Department,46163,in,3545 South 600 West,317-861-5721
Wilkinson,IN,hancock,Wilkinson Volunteer Fire Department,46186,in,440 East B Street,765-781-2011
Laconia,IN,harrison,Boone Township Volunteer Fire,47135,in,10850 Highway 11,812-737-1952
Corydon,IN,harrison,Corydon Volunteer Fire Department,47112,in,PO Box 158,812-738-4106
Elizabeth,IN,harrison,Elizabeth Volunteer Fire Department,47117,in,5270 Walnut Street,812-969-2323
Corydon,IN,harrison,Harrison Township Office,47112,in,120 Hilltop Drive,812-738-3221
Central,IN,harrison,Heth Township Fire Department,47110,in,7075 Central Drive Southwest,812-732-1017
Palmyra,IN,harrison,Jackson Township Volunteer Fire Company,47164,in,4330 East Martinsburg Fire Road,812-967-2889
Lanesville,IN,harrison,Lanesville Volunteer Fire Department,47136,in,7415 Main Street Northeast,812-952-2323
New Middletown,IN,harrison,New Middletown Volunteer Fire Department,47160,in,4055 Fire Lane Southeast,812-968-3836
Palmyra,IN,harrison,Palmyra Fire Department,47164,in,595 Main Street,812-364-4027
Ramsey,IN,harrison,Ramsey Volunteer Fire Department,47166,in,8325 Maple Street Northwest,812-347-2624
Coatesville,IN,hendricks,Amo Fire Department,46121,in,4543 West County Road 500 South,317-539-4262
Avon,IN,hendricks,Avon Fire Department,46123,in,7222 East US Highway 36,317-272-2155
Brownsburg,IN,hendricks,Brownsburg Fire Territory,46112,in,470 East Northfield Drive,317-852-1190
Clayton,IN,hendricks,Clayton Fire Department - Liberty Township #31,46118,in,111 Kentucky Street,317-539-5060
Danville,IN,hendricks,Danville Fire Department,46122,in,77 North Kentucky Street,317-745-3008
Clayton,IN,hendricks,Fire Department of Liberty Township Station 32,46118,in,10042 South County Road 0,317-539-6404
Coatesville,IN,hendricks,Jefferson Twp Fire Department,46121,in,8097 East Co Road 600 South,765-526-2600
Lizton,IN,hendricks,Lizton Fire Department Adminis Trtv,46149,in,101 West Main Street,317-994-5400
North Salem,IN,hendricks,North Salem Fire Department,46165,in,607 West Pearl Street,765-676-6425
Pittsboro,IN,hendricks,Pittsboro Fire Department,46167,in,400 East Main Street,317-892-4386
Plainfield,IN,hendricks,Plainfield Fire Territory Station 121,46168,in,4010 County Road 850 East,317-839-6939
Stilesville,IN,hendricks,Stilesville Fire Department,46180,in,8353 Hendricks Street,317-539-6952
Dunreith,IN,henry,Dunreith Volunteer Fire Department,47337,in,213 Washington Street,765-987-7331
Kennard,IN,henry,Fire Department,47351,in,100 Broad Street,765-747-4807
Middletown,IN,henry,Jefferson Township Volunteer Fire Department,47356,in,401 Main Street,765-533-4102
Knightstown,IN,henry,Knightstown Volunteer Fire Department,46148,in,30 South Washington Street,765-345-2121
Lewisville,IN,henry,Lewisville Town Fire Department,47352,in,302 North Market Street,765-987-8272
Middletown,IN,henry,Middletown Fire Department,47356,in,653 Locust Street,765-354-2281
New Castle,IN,henry,New Castle Fire Department,47362,in,229 North Main Street,765-521-6815
Springport,IN,henry,Prairie Township Fire Department,47386,in,104 West Main Street,765-836-4711
Shirley,IN,henry,Shirley Volunteer Fire Department,47384,in,212 Main Street,765-738-6590
Straughn,IN,henry,Straughn Volunteer Fire Department,47387,in,PO Box 9,765-332-2024
Greentown,IN,howard,Greentown Volunteer Fire Co,46936,in,224 North Meridian Street,765-628-7750
Kokomo,IN,howard,Harrison Twp Fire Department,46902,in,4102 South Dixon Road,765-453-3755
Kokomo,IN,howard,Kokomo Fire Department,46901,in,215 West Superior Street,765-457-2636
Russiaville,IN,howard,Russiaville Volunteer Fire,46979,in,140 East Main Street,765-883-5200
Kokomo,IN,howard,Taylor Township Fire Department,46902,in,5314 Flint Way,765-453-7455
Huntington,IN,huntington,Bippus Fire Department,46750,in,8227 North 900 West,260-344-3801
Andrews,IN,huntington,Dallas Twp Volunteer Fire Department,46702,in,796 North Main Street,260-786-1866
Huntington,IN,huntington,Huntington Fire Department,46750,in,300 Cherry Street,260-356-3620
Markle,IN,huntington,Markle Volunteer Fire & Rescue,46770,in,150 West Sparks Street,260-758-3285
Huntington,IN,huntington,Mount Etna Volunteer Fire Department,46750,in,5843 West 600 South,260-468-2136
Roanoke,IN,huntington,Roanoke Fire Department,46783,in,High Street,260-672-2352
Warren,IN,huntington,Warren Volunteer Fire Department,46792,in,1103 North Huntington Avenue,260-375-3472
Brownstown,IN,jackson,Brownstown Fire Department,47220,in,210 West Walnut Street,812-358-3898
Crothersville,IN,jackson,Crothersville-Vernon Twp Fire,47229,in,200 Moore Street,812-793-3473
Brownstown,IN,jackson,Grassy Fork Township Volunteer Fire Department,47220,in,1927 East County Road 525 South,812-358-3014
Seymour,IN,jackson,Hamilton Township Volunteer Fire Depatment,47274,in,6843 North County Road 400 East,812-522-7731
Seymour,IN,jackson,Jackson-Washington Township Volunteer Fire Department,47274,in,139 South County Road 700 East,812-522-5940
Kurtz,IN,jackson,Owen Township Volunteer Fire Department,47249,in,PO Box 13,812-995-8142
Freetown,IN,jackson,Pershing Township Volunteer Fire Department,47235,in,Union St,812-497-2130
Seymour,IN,jackson,Seymour Fire Department,47274,in,318 East Street,812-522-2598
De Motte,IN,jasper,Keener Township Ambulance,46310,in,321 15th Street Southeast,219-987-2122
De Motte,IN,jasper,Lincoln Twp Fire Department,46310,in,3130 East 1177 North,219-345-3666
Remington,IN,jasper,Remington Volunteer Fire Department,47977,in,PO Box 388,219-261-2050
Rensselaer,IN,jasper,Rensselaer Fire Department,47978,in,201 South Cullen Street,219-866-5040
Wheatfield,IN,jasper,Wheatfield Fire Department,46392,in,91 North Bierma Street,219-956-2319
Bryant,IN,jay,Bryant Volunteer Fire Department,47326,in,205 North Hendricks Street,260-997-6562
Dunkirk,IN,jay,Dunkirk Fire Department,47336,in,201 East Commerce Street,765-768-6122
Pennville,IN,jay,Pennville Volunteer Fire Department,47369,in,110 North Washington Street,260-731-2801
Portland,IN,jay,Portland Fire Department,47371,in,1616 North Franklin Street,260-726-4500
Redkey,IN,jay,Redkey Volunteer Fire Department,47373,in,20 South Oak Street,765-369-8186
Salamonia,IN,jay,Salamonia City Fire Department,47381,in,5816 East North Street,260-335-2905
Madison,IN,jefferson,Canaan Volunteer Fire Department,47250,in,8881 North Canaan Main Street,812-839-4761
Madison,IN,jefferson,Clifty Six Volunteer Fire Company,47250,in,631 Clifty Drive,812-273-4510
Dupont,IN,jefferson,Dupont Fire Department,47231,in,10641 North Reynolds Road,812-873-6111
Madison,IN,jefferson,Fair Play Fire Company 1,47250,in,403 East Main Street,812-265-4949
Hanover,IN,jefferson,Hanover Township Volunteer Fire Company,47243,in,PO Box 307,812-866-3713
Madison,IN,jefferson,Kent Volunteer Fire Co,47250,in,8250 West Kent Blankenship Street,812-866-3914
Madison,IN,jefferson,Madison Township Volunteer,47250,in,3413 North Michigan Road,812-273-4100
Madison,IN,jefferson,Madison Volunteer Fire Department,47250,in,101 West Main Street,812-265-8350
Madison,IN,jefferson,Ryker's Ridge Fire Department,47250,in,2834 North Rykers Ridge Road,812-265-3113
Butlerville,IN,jennings,Campbell Township Volunteer Fire Department,47223,in,5230 U.s. 50,812-458-6953
North Vernon,IN,jennings,North Vernon City Fire Department,47265,in,2000 North Madison Avenue,812-346-6480
Scipio,IN,jennings,Scipio-Geneva Township Fire Department,47273,in,6800 North County Road 575 West,812-392-2711
Hayden,IN,jennings,Spencer Township Volunteer Fire Department,47245,in,W Base Rd,812-346-7184
Vernon,IN,jennings,Vernon Township Volunteer Fire Department,47282,in,Brown St,812-346-9261
Bargersville,IN,johnson,Bargersville Community Fire Department,46106,in,89 South Baldwin Street,317-422-5130
Nineveh,IN,johnson,Cordry Sweetwater Fire Department,46164,in,101 Firehouse Drive,317-933-2224
Edinburgh,IN,johnson,Edinburgh Fire Department,46124,in,203 South Walnut Street,812-526-3536
Franklin,IN,johnson,Franklin Fire Chief,46131,in,1800 Thornburg Lane,317-736-3650
Greenwood,IN,johnson,Greenwood Fire Station,46143,in,155 East Main Street,317-882-2599
Nineveh,IN,johnson,Hamblen Township Volunteer,46164,in,4650 Sweetwater Trail,812-988-4063
Greenwood,IN,johnson,Needham Community Volunteer Fire Department,46143,in,195 Co Road 550 East,317-736-4343
Nineveh,IN,johnson,Nineveh Fire Department,46164,in,844 East 775 South,317-933-2567
Trafalgar,IN,johnson,Trafalgar Fire Department,46181,in,203 East Pearl Street,317-878-4291
Greenwood,IN,johnson,White River Twp Fire Station #51,46143,in,850 Mullinix Road,317-888-8337
Whiteland,IN,johnson,Whiteland Fire Department,46184,in,141 South State Street,317-535-8280
New Whiteland,IN,johnson,Whiteland Fire Department,46184,in,500 Sweetbriar Avenue,317-535-4902
Bicknell,IN,knox,Bicknell Fire Department,47512,in,210 West 1st Street,812-735-2255
Edwardsport,IN,knox,Edwardsport Volunteer Fire Department,47528,in,406 5th Street,812-735-5100
Vincennes,IN,knox,Harrison Twp Vol Fire Department,47591,in,1002 Main Street,812-743-2290
Oaktown,IN,knox,Oaktown Fire Department,47561,in,201 3rd Street,812-745-4105
Sandborn,IN,knox,Sandborn Volunteer Fire Department,47578,in,110 Anderson Street,812-694-9950
Wheatland,IN,knox,Steen Twp. Vol. Fire Dept.,47597,in,210 South Niblack Street,812-321-4401
Bruceville,IN,knox,The Fire Department Of Washington Township,47516,in,5404 Highway 67,812-324-2728
Bicknell,IN,knox,Vigo Township Volunteer Fire & Rescue,47512,in,123 Wheatland Avenue,812-735-2121
Vincennes,IN,knox,Vincennes City Fire Department,47591,in,928 Vigo Street,812-882-2600
Vincennes,IN,knox,Vincennes Township Fire Department,47591,in,1265 South Hart Street Road,812-882-4261
Warsaw,IN,kosciusko,Atwood Volunteer Fire Department,46580,in,110 Prairie Street,574-858-2574
Claypool,IN,kosciusko,Claypool Volunteer Fire Department,46510,in,102 North Main Street,260-566-2545
Milford,IN,kosciusko,Milford Volunteer Fire Department,46542,in,PO Box 516,574-658-4141
North Webster,IN,kosciusko,North Webster Fire Department,46555,in,202 North Main Street,574-834-7676
Pierceton,IN,kosciusko,Pierceton Fire Department,46562,in,PO Box 526,574-594-2132
Leesburg,IN,kosciusko,Plain Township Fire Department,46538,in,6396 North Old State Road 15,574-453-3238
Burket,IN,kosciusko,Seward Township - Burket Volunteer Fire Department,46508,in,108 North Walnut Street,574-491-4097
Sidney,IN,kosciusko,Sidney Volunteer Fire Department,46562,in,103 East Center Street,260-839-0174
Syracuse,IN,kosciusko,Turkey Creek Fire Territory,46567,in,8138 East McClintic Road,574-457-5507
Warsaw,IN,kosciusko,Warsaw Fire Department,46580,in,2204 East Center Street,574-372-9502
Winona Lake,IN,kosciusko,Winona Lake Town Fire Department,46590,in,1000 Kings Highway,574-267-4708
Wolcottville,IN,lagrange,Johnson Township Fire Department,46795,in,W County Line Rd,260-854-4545
Lagrange,IN,lagrange,Lagrange Town,46761,in,1201 North 00Ew,260-463-3241
Mongo,IN,lagrange,Mongo Volunteer Fire Department,46771,in,3155 Highway 3,260-367-2140
Topeka,IN,lagrange,Topeka Fire Department,46571,in,110 South Main Street,260-593-2883
La Porte,IN,laporte,Center Fire Department,46350,in,305 West Johnson Road,219-362-3322
Michigan,IN,laporte,Coolspring Twp Fire Department,46360,in,7111 West 400 North,219-872-2097
Rolling Prairie,IN,laporte,Kankakee Township Station,46371,in,3 West Michigan Street,219-778-2314
Union Mills,IN,laporte,Kingsford Heights Fire Department,46382,in,360 Drummond Road,219-393-3212
La Crosse,IN,laporte,La Crosse Volunteer Fire Department,46348,in,100 South Washington Street,219-754-2121
La Porte,IN,laporte,La Porte Fire Department,46350,in,809 West 18th Street,219-362-3456
Long Beach,IN,laporte,Long Beach Fire Department,46360,in,Stop 24 Town Ctr,219-874-4243
Michigan,IN,laporte,Michiana Shores Fire Department,46360,in,911 El Portal Drive,219-872-1788
Michigan,IN,laporte,Michigan City Fire Department,46360,in,2510 East Michigan Boulevard,219-873-1440
Union Mills,IN,laporte,Noble Township Fire Department,46382,in,3788 West 800 South,219-767-2384
Michigan,IN,laporte,Pine Township Volunteer Fire Department,46360,in,1516 Maple Street,219-874-7515
La Porte,IN,laporte,Pleasant Twp Fire Department,46350,in,9 East Mann Street,219-369-9489
La Porte,IN,laporte,Scipio Township Volunteer Fire Department,46350,in,693 South 500 West,219-362-4333
Michigan,IN,laporte,Springfield Twp Fire Department,46360,in,7111 North 300 West,219-326-1415
Wanatah,IN,laporte,Wanatah Fire Department,46390,in,118 East 2nd Street,219-733-2925
Westville,IN,laporte,Westville Community Volunteer Fire Department,46391,in,208 North Flynn Road,219-785-2113
Whiting,IN,lake,Bp Fire Department,46394,in,2815 Indianapolis Boulevard,219-473-3037
Schererville,IN,lake,Cadiz - Harrison Township Volunteer Fire Department,46375,in,1430 Newcastle Drive,765-533-6212
Cedar Lake,IN,lake,Cedar Lake Fire Department,46303,in,9430 West 133rd Avenue,219-374-5961
Crown Point,IN,lake,Crown Point City Fire Department,46307,in,126 North East Street,219-662-3248
Dyer,IN,lake,Dyer Volunteer Fire Department,46311,in,2150 Hart Street,219-865-4226
East Chicago,IN,lake,East Chicago Fire Department,46312,in,3901 Indianapolis Boulevard,219-391-8472
Lowell,IN,lake,Fire Department,46356,in,6000 West Main Street,219-696-8876
Gary,IN,lake,Gary Fire Department,46402,in,200 East 5th Avenue,219-881-5252
Griffith,IN,lake,Griffith Fire Department,46319,in,130 North Lafayette Street,219-924-3151
