city,state,county,name,zip,state2,address,phone
Santa Barbara,CA,santa,City of Santa Barbara Police Department,93101,ca,215 East Figueroa Street,805-897-2300
Guadalupe,CA,santa,Guadalupe Police Department,93434,ca,4490 10th Street,805-343-2112
Lompoc,CA,santa,Lompoc Police Department,93436,ca,107 Civic Center Plaza,805-736-2341
Santa Maria,CA,santa,Santa Maria Police Department,93454,ca,222 East Cook Street,805-928-3781
Campbell,CA,santa,Campbell Police Department,95008,ca,70 North 1st Street,408-866-2121
Gilroy,CA,santa,Gilroy Police Department,95020,ca,7370 Rosanna Street,408-846-0300
Los Altos,CA,santa,Los Altos Police Department,94022,ca,1 North San Antonio Road,650-947-2770
Milpitas,CA,santa,Milpitas Police Department,95035,ca,1275 North Milpitas Boulevard,408-586-2400
Morgan Hill,CA,santa,Morgan Hill Police Department,95037,ca,17605 Monterey Street,408-776-7300
Mountain View,CA,santa,Mountain View Police Department,94041,ca,1000 Villa Street,650-903-6344
Palo Alto,CA,santa,Palo Alto Police Department,94301,ca,275 Forest Avenue,650-329-2555
Santa Clara,CA,santa,Santa Clara Police Department,95050,ca,601 El Camino Real,408-615-4700
Sunnyvale,CA,santa,Sunnyvale Police Department,94086,ca,700 All America Way,408-730-7100
Capitola,CA,santa,Capitola Police Department,95010,ca,422 Capitola Avenue,831-475-4242
Santa Cruz,CA,santa,Santa Cruz Police Department,95060,ca,155 Center Street,831-420-5800
Scotts Valley,CA,santa,Scotts Valley Police Department,95066,ca,1 Civic Center Drive,831-440-5670
Watsonville,CA,santa,Watsonville Police Department,95076,ca,215 Union Street,831-768-3300
Anderson,CA,shasta,Anderson Police Department,96007,ca,2220 North Street,530-378-6600
Redding,CA,shasta,Redding Police Department,96001,ca,1313 California Street,530-225-4200
Tulelake,CA,siskiyou,Tulelake Police Department,96134,ca,470 C Street,530-667-5284
Weed,CA,siskiyou,Weed City Police Department,96094,ca,550 Main Street,530-938-5000
Yreka,CA,siskiyou,Yreka Police Department,96097,ca,412 West Miner Street,530-841-2300
Benicia,CA,solano,Benicia Police Department,94510,ca,200 East L Street,707-746-4265
Dixon,CA,solano,Dixon Police Department,95620,ca,201 West A Street,707-678-7070
Fairfield,CA,solano,Fairfield Police Department-Records,94533,ca,1000 Webster Street,707-428-7300
Suisun,CA,solano,Police Department,94585,ca,701 Civic Center Boulevard,707-421-7350
Rio Vista,CA,solano,Rio Vista Police Department,94571,ca,50 Coffee House Rd,707-374-6366
Vacaville,CA,solano,Vacaville Police Department,95688,ca,630 Merchant Street,707-449-5200
Vallejo,CA,solano,Vallejo Police Department,94590,ca,111 Amador Street,707-648-4321
Santa Rosa,CA,sonoma,City of Santa Rosa - Police Department,95404,ca,965 Sonoma Avenue,707-543-3600
Cloverdale,CA,sonoma,Cloverdale Police Department,95425,ca,112 Broad Street,707-894-2150
Cotati,CA,sonoma,Cotati Police Department,94931,ca,203 West Sierra Avenue,707-792-4611
Healdsburg,CA,sonoma,Healdsburg Police Department,95448,ca,238 Center Street,707-431-3377
Petaluma,CA,sonoma,Petaluma Police Department,94952,ca,969 Petaluma Boulevard North,707-778-4372
Rohnert Park,CA,sonoma,Rohnert Park Department of Public Safety,94928,ca,500 City Hall Dr,707-584-2600
Sebastopol,CA,sonoma,Sebastopol Police Department,95472,ca,6850 Laguna Parkway,707-829-4400
Sonoma,CA,sonoma,Sonoma Police Department,95476,ca,175 1st Street West,707-996-3602
Windsor,CA,sonoma,Windsor Police Department,95492,ca,9291 Old Redwood Highway,707-838-1234
Ceres,CA,stanislaus,Ceres Police Department,95307,ca,2727 3rd Street,209-538-5712
Hughson,CA,stanislaus,Hughson Police Department,95326,ca,7018 Pine Street,209-883-4052
Modesto,CA,stanislaus,Modesto Police Department,95354,ca,600 10th Street,209-572-9500
Newman,CA,stanislaus,Newman Police Department,95360,ca,1200 Main Street,209-862-2902
Oakdale,CA,stanislaus,Oakdale Police Department,95361,ca,245 North 2nd Avenue,209-847-2231
Turlock,CA,stanislaus,Turlock Police Department,95380,ca,900 North Palm Street,209-668-5550
Yuba,CA,sutter,Yuba City Police Investigation,95993,ca,1545 Poole Boulevard,530-822-4660
Corning,CA,tehama,Corning Police Department,96021,ca,774 3rd Street,530-824-7000
Red Bluff,CA,tehama,Tehama County Police,96080,ca,555 Washington Street,530-527-8282
Dinuba,CA,tulare,Dinuba Police Department,93618,ca,680 South Alta Avenue,559-591-5914
Exeter,CA,tulare,Exeter Police Department,93221,ca,100 North C Street,559-592-3103
Farmersville,CA,tulare,Farmersville Police Department,93223,ca,909 West Visalia Road,559-747-0321
Lindsay,CA,tulare,Lindsay Department of Public Safety,93247,ca,185 North Gale Hill Avenue,559-562-7120
Porterville,CA,tulare,Porterville Police Department,93257,ca,350 North D Street,559-782-7400
Tulare,CA,tulare,Tulare Police Department,93274,ca,260 South M Street,559-684-4238
Visalia,CA,tulare,Visalia Police Department,93291,ca,303 South Johnson Street,559-734-8116
Woodlake,CA,tulare,Woodlake Police Department,93286,ca,350 North Valencia Boulevard,559-564-3346
Sonora,CA,tuolumne,Sonora Police Department,95370,ca,100 South Green Street,209-532-8143
Oxnard,CA,ventura,Oxnard Police Department,93030,ca,251 South C Street,805-385-7600
Port Hueneme,CA,ventura,Port Hueneme Police Department,93041,ca,250 North Ventura Road,805-986-6530
Santa Paula,CA,ventura,Santa Paula Police Department,93060,ca,214 South 10th Street,805-933-4231
Simi Valley,CA,ventura,Simi Valley Police Department,93063,ca,3901 Alamo Street,805-583-6950
Ventura,CA,ventura,Ventura Police Department,93003,ca,1425 Dowell Drive,805-339-4400
Davis,CA,yolo,Davis Police Department,95618,ca,2600 5th Street,530-747-5400
West Sacramento,CA,yolo,West Sacramento Police Department,95605,ca,550 Jefferson Boulevard,916-617-4900
Winters,CA,yolo,Winters Police Department,95694,ca,318 1st Street,530-795-2261
Woodland,CA,yolo,Woodland Police Department,95695,ca,1000 Lincoln Avenue,530-666-2411
Marysville,CA,yuba,Marysville Police Department,95901,ca,316 6th Street,530-749-3900
Wheatland,CA,yuba,Wheatland Police Department,95692,ca,413 2nd Street,530-633-2821
Brighton,CO,adams,Brighton Police Department,80601,co,3401 East Bromley Lane,303-655-2300
Commerce,CO,adams,Commerce City Police Department,80022,co,5291 East 60th Avenue,303-289-3653
Northglenn,CO,adams,Northglenn Police Department,80233,co,11701 Community Center Drive,303-450-8897
Thornton,CO,adams,Thornton Police Department,80229,co,9500 Civic Center Drive,720-977-5124
Alamosa,CO,alamosa,Alamosa County Sheriff,81101,co,1315 17th Street,719-589-6608
Aurora,CO,arapahoe,Aurora Police Department,80012,co,15001 East Alameda Parkway,303-739-6000
Columbine Valley,CO,arapahoe,Columbine Valley Police Department,80123,co,5961 Middlefield Road,303-795-1434
Englewood,CO,arapahoe,Englewood Department Of Safety Services,80110,co,3615 South Elati Street,303-762-2471
Glendale,CO,arapahoe,Glendale Police Department,80246,co,950 South Birch Street,303-759-1511
Greenwood Village,CO,arapahoe,Greenwood Village Police Department,80111,co,6060 South Quebec Street,303-773-2525
Littleton,CO,arapahoe,Littleton Police Department,80165,co,2255 West Berry Avenue,303-794-1551
Sheridan,CO,arapahoe,Sheridan Police Department,80110,co,4101 South Federal Boulevard,303-762-2211
Pagosa Springs,CO,archuleta,Pagosa Springs Town Park,81147,co,551 Hot Springs Boulevard,970-264-4151
Springfield,CO,baca,Springfield Police Department,81073,co,748 Main Street,719-523-6241
Walsh,CO,baca,Walsh Police Department,81090,co,401 North Colorado Street,719-324-5566
Las Animas,CO,bent,Las Animas Police Department,81054,co,326 Prowers Court,719-456-1313
Boulder,CO,boulder,Boulder Police Department,80301,co,1805 33rd Street,303-441-3300
Lafayette,CO,boulder,Lafayette Police Department,80026,co,451 North 111th Street,303-665-5571
Longmont,CO,boulder,Longmont Police Department,80501,co,225 Kimbark Street,303-651-8555
Louisville,CO,boulder,Louisville Police Department,80027,co,749 Main Street,303-666-8633
Nederland,CO,boulder,Nederland Police Department,80466,co,20 Lakeview Drive,303-258-3250
Broomfield,CO,broomfield,Broomfield Police Department,80020,co,7 Descombes Drive,303-438-6400
Buena Vista,CO,chaffee,Buena Vista Police,81211,co,713 East Main Street,719-395-8654
Salida,CO,chaffee,Salida Animal Control,81201,co,125 East 3rd Street,719-539-2596
Idaho Springs,CO,clear,Empire Police Department,80452,co,30 Park Avenue,303-569-2281
Georgetown,CO,clear,Georgetown City Hall,80444,co,404 6th Street,303-569-2555
Idaho Springs,CO,clear,Idaho Springs Police Department,80452,co,1711 Miner Street,303-567-4291
Antonito,CO,conejos,Antonito Police Department,81120,co,305 Main Street,719-376-5421
La Jara,CO,conejos,La Jara Police Department,81140,co,221 Broadway Avenue,719-274-5886
Manassa,CO,conejos,Manassa Town Hall,81141,co,401 Main Street,719-843-5207
Sanford,CO,conejos,Sanford Police Department,81151,co,390 Greenleaf Street,719-274-4040
Blanca,CO,costilla,Blanca Police Department,81123,co,601 Main Street,719-379-3810
Cedaredge,CO,delta,Cedaredge Police Department,81413,co,PO Box 398,970-856-4301
Delta,CO,delta,Delta Police Department,81416,co,215 West 5th Street,970-874-7676
Paonia,CO,delta,Paonia City Police Department,81428,co,214 Grand Avenue,970-527-4822
Denver,CO,denver,Denver Crime Stoppers,80204,co,1331 Cherokee Street,720-913-2000
Denver,CO,denver,Lakeside Police Department,80212,co,5801 West 44th Avenue,303-455-1980
Denver,CO,denver,Mountain View Police Department,80212,co,4176 Benton Street,303-425-1748
Castle Rock,CO,douglas,Castle Rock Police Department,80104,co,100 Perry Street,303-663-6100
Parker,CO,douglas,Parker Police Department,80134,co,18600 Lincoln Meadows Parkway,303-841-9800
Avon,CO,eagle,Avon Police Department,81620,co,1 Lake Street,970-748-4040
Basalt,CO,eagle,Basalt Police Department,81621,co,101 Midland Avenue,970-927-4316
Eagle,CO,eagle,Eagle Police Department,81631,co,200 Broadway Street,970-328-6351
Minturn,CO,eagle,Minturn Police Department,81645,co,302 Pine Street,970-827-4272
Vail,CO,eagle,Vail PD,81657,co,75 South Frontage Road West,970-479-2210
Calhan,CO,el,Calhan Police Department,80808,co,556 Colorado Avenue,719-347-2586
Colorado Springs,CO,el,Colorado Springs Police Department,80903,co,705 South Nevada Avenue,719-444-7000
Fountain,CO,el,Fountain Police Department,80817,co,222 North Santa Fe Avenue,719-382-8555
Manitou Springs,CO,el,Manitou Springs Police Department,80829,co,606 Manitou Avenue,719-685-5407
Monument,CO,el,Monument Police Department,80132,co,645 Beacon Lite Road,719-481-3253
Palmer Lake,CO,el,Palmer Lake Police Department,80133,co,54 Valley Crescent Street,719-481-2934
Elizabeth,CO,elbert,Elizabeth Police Department,80107,co,425 Main Street,303-646-4664
Kiowa,CO,elbert,Kiowa Police Department,80117,co,228 Comanche Street,303-621-2100
Simla,CO,elbert,Simla Police Department,80835,co,325 Pueblo Avenue,719-541-3900
Cañon,CO,fremont,Canon City Police Records,81212,co,161 Justice Center Road,719-276-5600
Florence,CO,fremont,Florence City Police Department,81226,co,600 West 3rd Street,719-784-3411
Carbondale,CO,garfield,Carbondale Police Department,81623,co,511 Colorado Avenue,970-963-2662
Glenwood Springs,CO,garfield,Glenwood Springs Police Department,81601,co,101 8th Street,970-384-6500
New Castle,CO,garfield,New Castle Police Department,81647,co,450 West Main Street,970-984-2302
Parachute,CO,garfield,Parachute Police Department,81635,co,222 Grand Valley Way,970-285-7630
Rifle,CO,garfield,Rifle Police Department,81650,co,202 Railroad Avenue,970-665-6500
Silt,CO,garfield,Silt Police Department,81652,co,231 North 7th Street,970-876-2735
Black Hawk,CO,gilpin,Black Hawk Police Department,80422,co,221 Church Street,303-582-0503
Central,CO,gilpin,Central City Police Department,80427,co,141 Nevada Street,303-582-5519
Kremmling,CO,grand,Kremmling Police Department,80459,co,1318 Park Avenue,970-724-3318
Crested Butte,CO,gunnison,Crested Butte Marshals Office,81224,co,508 Maroon Avenue,970-349-5231
Gunnison,CO,gunnison,Gunnison Police Department,81230,co,201 West Virginia Avenue,970-641-8200
Crested Butte,CO,gunnison,Police: Non-Emergency,81225,co,911 Gothic Road,970-349-6516
La Veta,CO,huerfano,La Veta Town Marshall,81055,co,204 South Main Street,719-742-3344
Walsenburg,CO,huerfano,Walsenburg Police Department,81089,co,525 South Albert Avenue,719-738-1044
Arvada,CO,jefferson,Arvada Police Department,80002,co,8101 Ralston Road,720-898-6900
Edgewater,CO,jefferson,Edgewater Police Department,80214,co,5901 West 25th Avenue,303-235-0500
Golden,CO,jefferson,Golden Police Department,80401,co,911 10th Street,303-384-8045
Lakewood,CO,jefferson,Lakewood Police Department,80226,co,445 South Allison Parkway,303-987-7111
Morrison,CO,jefferson,Morrison Police Department,80465,co,321 Highway 8,303-697-4810
Wheat Ridge,CO,jefferson,Wheat Ridge Police Department,80215,co,7500 West 29th Avenue,303-237-2220
Burlington,CO,kit,Burlington Police Department,80807,co,480 15th Street,719-346-8353
Stratton,CO,kit,Stratton Police Department,80836,co,127 Colorado Avenue,719-348-5612
Durango,CO,la,Durango Police Department,81301,co,990 East 2nd Avenue,970-375-4700
Ignacio,CO,la,Ignacio Police Department,81137,co,540 Goddard Avenue,970-563-4206
Leadville,CO,lake,Police Headquarters,80461,co,800 Harrison Avenue,719-486-1365
Berthoud,CO,larimer,Berthoud Police Department,80513,co,328 Massachusetts Avenue,970-532-2611
Estes Park,CO,larimer,Estes Park Police Department,80517,co,170 Macgregor Avenue,970-586-4000
Fort Collins,CO,larimer,Fort Collins Police Services,80521,co,300 Laporte Avenue,970-221-6550
Loveland,CO,larimer,Loveland Police Department,80537,co,810 East 10th Street,970-667-2151
Trinidad,CO,las,Trinidad Police Department,81082,co,2309 East Main Street,719-846-4441
Hugo,CO,lincoln,Hugo Police Department,80821,co,522 2nd Avenue,719-743-2485
Limon,CO,lincoln,Limon Police Department,80828,co,100 Civic Center Drive,719-775-9211
Sterling,CO,logan,Sterling Police Department,80751,co,421 North 4th Street,970-522-3512
Fruita,CO,mesa,Fruita City Police Department,81521,co,101 West McCune Avenue,970-858-3008
Grand Junction,CO,mesa,Grand Junction Police Department,81501,co,555 Ute Avenue,970-549-5000
Palisade,CO,mesa,Palisade Town Police Department,81526,co,175 East 3rd Street,970-464-5601
Craig,CO,moffat,Craig Police Department,81625,co,800 West 1st Street,970-824-8111
Dinosaur,CO,moffat,Dinosaur Police Department,81610,co,317 Stegosaurus Freeway,970-374-2466
Cortez,CO,montezuma,Cortez City Police Department,81321,co,608 North Park Street,970-565-8441
Montrose,CO,montrose,Montrose Police Department,81401,co,434 South 1st Street,970-252-5200
Olathe,CO,montrose,Olathe Police Department,81425,co,420 Horton Avenue,970-323-4357
Brush,CO,morgan,Brush Police Department,80723,co,600 Edison Street,970-842-5001
Fort Morgan,CO,morgan,Fort Morgan Police Department,80701,co,901 East Beaver Avenue,970-867-5670
Fowler,CO,otero,Fowler Police Department,81039,co,114 East Cranston Avenue,719-263-5161
La Junta,CO,otero,La Junta Police Department,81050,co,601 Colorado Avenue,719-384-2525
Manzanola,CO,otero,Manzanola Town Hall,81058,co,301 North Park Street,719-462-5544
Rocky Ford,CO,otero,Rocky Ford Police Department,81067,co,203 South 9th Street,719-254-3344
Ouray,CO,ouray,Ouray Police Department,81427,co,320 6th Avenue,970-325-7068
Fairplay,CO,park,Alma Police Department,80440,co,59 Buckskin Street,719-836-2712
Fairplay,CO,park,Fairplay Police Department,80440,co,400 Front Street,719-836-2840
Haxtun,CO,phillips,Haxtun Police Department,80731,co,101 North Colorado Avenue,970-774-6102
Holyoke,CO,phillips,Holyoke Police Department,80734,co,407 East Denver Street,970-854-2342
Aspen,CO,pitkin,Aspen Police Department,81611,co,506 East Main Street,970-920-5400
Granada,CO,prowers,Granada Police Department,81041,co,103 South Main Street,719-734-5211
Lamar,CO,prowers,Lamar Police Department,81052,co,505 South Main Street,719-336-3984
Pueblo,CO,pueblo,Pueblo Police Department,81003,co,200 South Main Street,719-553-2538
Meeker,CO,rio,Meeker Police Department,81641,co,345 Market Street,970-878-5555
Rangely,CO,rio,Rangely Police Department,81648,co,209 East Main Street,970-675-8467
Del Norte,CO,rio,Del Norte Police Department,81132,co,525 Grand Avenue,719-657-2600
Monte Vista,CO,rio,Monte Vista Police Department,81144,co,720 1st Avenue,719-852-5111
South Fork,CO,rio,South Fork Police Department,81154,co,100 Silver Thread Lane,719-873-1040
Hayden,CO,routt,Hayden Police Department,81639,co,178 West Jefferson Avenue,970-276-3232
Oak Creek,CO,routt,Oak Creek Police Department,80467,co,129 Colfax Street,970-736-8355
Steamboat Springs,CO,routt,Steamboat Springs Police Department,80487,co,840 Yampa Street,970-879-1144
Center,CO,saguache,Center Police Department,81125,co,294 South Worth Street,719-754-2442
Mountain Village,CO,san,Mountain Village Police Department,81435,co,411 Mountain Village Boulevard,970-728-9281
Telluride,CO,san,Telluride Marshals Department,81320,co,160 South Fir Street,970-728-3818
Breckenridge,CO,summit,Breckenridge Police Department,80424,co,150 Ski Hill Road,970-453-2941
Frisco,CO,summit,Frisco Police Department,80443,co,1 West Main Street,970-668-3579
Silverthorne,CO,summit,Silverthorne Police Department,80498,co,601 Center Circle,970-262-7320
Cripple Creek,CO,teller,Cripple Creek Police Department,80813,co,101 East Bennett Avenue,719-689-2655
Victor,CO,teller,Victor Police Department,80860,co,500 Victor Avenue,719-689-9313
Woodland Park,CO,teller,Woodland Park Police Department,80863,co,911 Tamarac Parkway,719-687-9262
Eaton,CO,weld,Ault Town Police Department,80615,co,201 1st Street,970-834-2852
Dacono,CO,weld,Dacono Police Department,80514,co,512 Cherry Street,303-833-3095
Eaton,CO,weld,Eaton Police Department,80615,co,223 1st Street,970-454-2212
Erie,CO,weld,Erie Police Department,80516,co,645 Holbrook Street,303-926-2800
Evans,CO,weld,Evans Police Department,80620,co,1100 37th Street,970-339-2441
Firestone,CO,weld,Firestone Police Department,80520,co,151 Grant Avenue,303-833-0811
Frederick,CO,weld,Frederick Police Department,80504,co,333 Fifth Street,720-382-5700
Gilcrest,CO,weld,Gilcrest Police Department,80623,co,304 8th Street,970-737-2426
Greeley,CO,weld,Greeley Police Department,80631,co,919 7th Street,970-350-9665
Johnstown,CO,weld,Johnstown Police Department,80534,co,430 South Parish Avenue,970-587-0139
Fort Lupton,CO,weld,Kersey Town Hall,80621,co,332 3rd Street,970-353-1681
La Salle,CO,weld,La Salle Police Department,80645,co,128 North 2nd Street,970-284-5541
Brighton,CO,weld,Lochbuie Police Department,80603,co,703 County Road 37,303-659-1395
Milliken,CO,weld,Milliken Police Department,80543,co,1109 Broad Street,970-587-2772
Platteville,CO,weld,Platteville Police Department,80651,co,400 Grand Avenue,970-785-2215
Windsor,CO,weld,Windsor Police Department,80550,co,200 11th Street,970-674-6400
Wray,CO,yuma,Wray City Police Department,80758,co,326 West 4th Street,970-332-4802
Yuma,CO,yuma,Yuma Police Department,80759,co,216 East 3rd Avenue,970-848-5441
Wilton,CT,fairfield,Wilton Police Department,06897,ct,240 Danbury Road,203-834-6260
Canton,CT,hartford,Canton Police Department,06019,ct,45 River Road,860-693-0221
Ledyard,CT,new,Ledyard Police Department,06339,ct,11 Lorenz Industrial Parkway,860-464-8225
Camden,DE,kent,Camden Police Department,19934,de,261 East Camden Wyoming Avenue,302-698-9232
Clayton,DE,kent,Clayton Police Department,19938,de,414 Main Street,302-653-8186
Dover,DE,kent,Dover Police Department,19904,de,400 South Queen Street,302-736-7111
Felton,DE,kent,Felton Police Department,19943,de,24 East Sewell Street,302-284-8441
Harrington,DE,kent,Harrington Police Department,19952,de,10 Mechanic Street,302-398-4495
Milford,DE,kent,Milford Police Department,19963,de,400 Northeast Front Street,302-422-8081
Smyrna,DE,kent,Smyrna Police Department,19977,de,325 West Glenwood Avenue,302-653-9217
Cheswold,DE,kent,Town of Cheswold,,de,333 Main Street,302-734-6991
Wyoming,DE,kent,Wyoming Police Department,19934,de,1 North Railroad Avenue,302-697-7960
Delaware,DE,new,Delaware Police Department,19706,de,407 Clinton Street,302-836-6344
Elsmere,DE,new,Elsmere Police Department,19805,de,11 Poplar Avenue,302-998-1173
New Castle,DE,new,New Castle City Police Department,19720,de,1 Municipal Boulevard,302-322-9800
Newark,DE,new,Newark Police Department,19711,de,220 South Main Street,302-366-7100
Newport,DE,new,Newport Police Department,19804,de,226 North James Street,302-995-1411
Wilmington,DE,new,Wilmington Police Department,19801,de,300 North Walnut Street,302-654-5151
Seaford,DE,sussex,Blades Police Department,19973,de,20 West 4th Street,302-629-7329
Bridgeville,DE,sussex,Bridgeville Police Department,19933,de,302 Market Street,302-337-8302
Dagsboro,DE,sussex,Dagsboro Police Department,19939,de,504 Main Street,302-732-3777
Dewey Beach,DE,sussex,Dewey Beach Police Department,19971,de,105 Rodney Avenue,302-227-1110
Fenwick Island,DE,sussex,Fenwick Island Police Department,19944,de,800 Coastal Highway,302-539-2000
Georgetown,DE,sussex,Georgetown Police Department,19947,de,335 North Race Street,302-856-6613
Greenwood,DE,sussex,Greenwood Police Department,19950,de,100 West Market Street,302-349-4822
Laurel,DE,sussex,Laurel Police Department,19956,de,205 Mechanic Street,302-875-2244
Lewes,DE,sussex,Lewes Police Department,19958,de,114 3rd Street,302-645-6264
Millsboro,DE,sussex,Millsboro Police Department,19966,de,307 Main Street,302-934-8174
Milton,DE,sussex,Milton Police Department,19968,de,101 Federal Street,302-684-8547
Ocean View,DE,sussex,Ocean View Police Department,19970,de,201 Central Avenue,302-539-1111
Rehoboth Beach,DE,sussex,Rehoboth Beach Police Department,19971,de,229 Rehoboth Avenue,302-227-2577
Seaford,DE,sussex,Seaford Police Department,19973,de,300 Virginia Avenue,302-629-6644
Selbyville,DE,sussex,Selbyville Police Department,19975,de,68 Church Street,302-436-5085
South Bethany,DE,sussex,South Bethany Police Department,19930,de,402 Evergreen Road,302-539-3996
Washington,DC,district,Metropolitan Police Department,20001,dc,300 Indiana Avenue Northwest,202-727-4218
Alachua,FL,alachua,Alachua Police Department,32615,fl,15000 Northwest 142 Terrace,386-462-1396
Gainesville,FL,alachua,Gainesville Police Department,32601,fl,721 Northwest 6th Street,352-334-2411
High Springs,FL,alachua,High Springs Police Department,32643,fl,110 Northwest 2nd Avenue,386-454-1415
Waldo,FL,alachua,Waldo City Police Department,32694,fl,14660 Northeast Waldo Road,352-468-1515
Panama,FL,bay,Cedar Grove Police Department,32401,fl,2728 East 14th Street,850-747-0209
Lynn Haven,FL,bay,Lynn Haven Police Department,32444,fl,1412 Pennsylvania Avenue,850-265-1112
Panama City Beach,FL,bay,Panama City Beach Police Department,32413,fl,17110 Firenzo Avenue,850-233-5000
Panama,FL,bay,Panama City Police Department,32405,fl,1209 East 15th Street,850-872-3112
Panama,FL,bay,Police Department,32404,fl,1001 West Park Street,850-871-4100
Panama,FL,bay,Springfield Police Department,32401,fl,3529 East 3rd Street,850-872-7545
Starke,FL,bradford,Starke Police Department,32091,fl,830 Edwards Road,904-964-5400
Cocoa Beach,FL,brevard,Cocoa Beach Police Department,32931,fl,20 South Orlando Avenue,321-868-3251
Cocoa,FL,brevard,Cocoa Police Department,32922,fl,1226 West King Street,321-639-7620
Indialantic,FL,brevard,Indialantic Town Police Department,32903,fl,220 5th Avenue,321-723-7788
Melbourne,FL,brevard,Melbourne Police Department,32935,fl,650 North Apollo Boulevard,321-608-6731
Melbourne Village,FL,brevard,Melbourne Village Police Department,32904,fl,555 Hammock Road,321-725-7224
Palm Bay,FL,brevard,Palm Bay Police Department,32907,fl,130 Malabar Road Southeast,321-952-3464
Rockledge,FL,brevard,Rockledge Police Department,32955,fl,1776 Jack Oates Boulevard,321-690-3988
Satellite Beach,FL,brevard,Satellite Beach Police Department,32937,fl,510 Cinnamon Drive,321-773-4400
Titusville,FL,brevard,Titusville Police Department,32780,fl,1100 John Glenn Boulevard,321-264-7800
Hollywood,FL,broward,Broward Sheriff Cooper City,33026,fl,10580 Stirling Road,954-432-9000
Coconut Creek,FL,broward,Coconut Creek Police Department,33063,fl,4800 West Copans Road,954-973-6700
Coral Springs,FL,broward,Coral Springs Police Department,33065,fl,2801 Coral Springs Drive,954-344-1800
Davie,FL,broward,Davie Police Department,33324,fl,1230 South Nob Hill Road,954-693-8200
Fort Lauderdale,FL,broward,Fort Lauderdale Police Department,33312,fl,1300 West Broward Boulevard,954-828-5700
Hillsboro Beach,FL,broward,Hillsboro Beach Town Police,33062,fl,1210 Hillsboro Mile,954-427-6600
Hollywood,FL,broward,Hollywood Police Department-Criminal Investigations,33021,fl,3250 Hollywood Boulevard,954-967-4411
Sunrise,FL,broward,Lauderhill Police Department,33313,fl,6279 West Oakland Park Boulevard,954-497-4700
Lighthouse Point,FL,broward,Lighthouse Point Police Department,33064,fl,3760 Northeast 22nd Avenue,954-942-8080
Margate,FL,broward,Margate Police Department,33063,fl,5790 Margate Boulevard,954-972-7111
Miramar,FL,broward,Miramar Police Department,33025,fl,3064 North Commerce Parkway,954-602-4000
Parkland,FL,broward,Parkland Public Safety Department,33067,fl,6600 North University Drive,954-753-5050
Pembroke Pines,FL,broward,Pembroke Pines Police Department,33024,fl,9500 Pines Boulevard,954-431-2200
Plantation,FL,broward,Plantation Police Department,33317,fl,451 Northwest 70th Terrace,954-797-2100
Hollywood,FL,broward,Seminole Police Department,33024,fl,3280 North 64th Avenue,954-967-8900
Sunrise,FL,broward,Sunrise Police Department,33351,fl,10440 West Oakland Park Boulevard,954-746-3370
Wilton Manors,FL,broward,Wilton Manors Police Department,33305,fl,524 Northeast 21st Court,954-390-2150
Altha,FL,calhoun,Altha Police Department,32421,fl,25586 North Main Street,850-762-3900
Blountstown,FL,calhoun,Blountstown Police Department,32424,fl,20580 West Central Avenue,850-674-5987
Punta Gorda,FL,charlotte,Punta Gorda Police Department,33950,fl,1410 Tamiami Trail,941-639-4111
Crystal River,FL,citrus,Crystal River Police Department,34428,fl,123 U.s. 19,352-795-4241
Inverness,FL,citrus,Inverness Police Department,34450,fl,401 North Apopka Avenue,352-726-2121
Green Cove Springs,FL,clay,Green Cove Springs Police Department,32043,fl,205 Spring Street,904-529-2220
Orange Park,FL,clay,Orange Park Police Department,32073,fl,2025 Smith Street,904-278-3006
Marco Island,FL,collier,Marco Island Police Department,34145,fl,1280 San Marco Road,239-389-5050
Ochopee,FL,collier,Miccosukee Tribal Police Department,34141,fl,500 SW 177th Ave,305-223-1600
Lake,FL,columbia,Lake City Police Department,32055,fl,225 Northwest Main Boulevard,386-752-4344
Arcadia,FL,desoto,Arcadia Police Department,34266,fl,721 North Brevard Avenue,863-993-4660
Cross City,FL,dixie,Cross City Chief of Police,32628,fl,99 Northeast 210 Avenue,352-498-3507
Atlantic Beach,FL,duval,Atlantic Beach Police Department,32233,fl,850 Seminole Road,904-247-5859
Baldwin,FL,duval,Baldwin Police Department,32234,fl,275 U.s. 301,904-266-4468
Jacksonville Beach,FL,duval,Jacksonville Beach Police Department,32250,fl,101 Penman Road South,904-270-1661
Jacksonville,FL,duval,Jacksonville City County Police Department,32202,fl,501 East Bay Street,904-630-2120
Neptune Beach,FL,duval,Neptune Beach Police Department,32266,fl,200 Lemon Street,904-270-2413
Pensacola,FL,escambia,Pensacola Police Department,32501,fl,711 North Hayne Street,850-435-1900
Flagler Beach,FL,flagler,Flagler Beach Police Department,32136,fl,204 South Flagler Avenue,386-517-2020
Bunnell,FL,flagler,Police Department,32110,fl,201 West Moody Boulevard,386-437-7508
Apalachicola,FL,franklin,Apalachicola Police Department,32320,fl,127 Avenue East,850-653-9755
Carrabelle,FL,franklin,Carrabelle Police Department,32322,fl,104 Southeast Avenue B,850-697-3691
Chattahoochee,FL,gadsden,Chattahoochee Police Department,32324,fl,32 Jefferson Street,850-663-4383
Greensboro,FL,gadsden,Greensboro Police Department,32330,fl,150 East 11 Th Street,850-442-9342
