city,state,county,name,zip,state2,address,phone
Moorpark,CA,ventura,Moorpark Dog Park,93021,ca,15400 Campus Park Drive,
Oak Park,CA,ventura,Oak Canyon Dog Park,91377,ca,5600 Hollytree Drive,805-584-4400
Oak Park,CA,ventura,Oak Park Dog Park,91377,ca,5600 Hollytree Drive,818-292-1303
Simi Valley,CA,ventura,Simi Dog Park,93065,ca,2151 Lost Canyons Drive,805-584-4400
Davis,CA,yolo,Toad Hollow Dog Park,95616,ca,1919 2nd Street,530-757-5626
Woodland,CA,yolo,Woodland Dog Park,95776,ca,2001 East Street,530-661-2000
Commerce,CO,adams,First Creek Dog Park,80022,co,Havana Street,303-289-3753
Brighton,CO,adams,Happy Tails Dog Park,80601,co,1111 Judicial Center Drive,303-655-2049
Northglenn,CO,adams,Happy Trails Dog Park,80233,co,Irma Drive,
Westminster,CO,adams,Little Dry Creek Dog Park,80030,co,3655 West 69th Place,
Thornton,CO,adams,Trail Winds Dog Park,80241,co,13385 Holly Street,
Aurora,CO,arapahoe,Bicentennial Park Off-Leash Dog Area,80012,co,13600 East Bayaud Avenue,303-739-7160
Aurora,CO,arapahoe,Grandview Dog Park,80015,co,17500 East Quincy Avenue,303-326-8948
Denver,CO,arapahoe,Kennedy Dog Park,80231,co,9500 East Hampden Avenue,
Boulder,CO,boulder,Foothills Dog Park,80304,co,800 Cherry Avenue,303-413-7258
Lafayette,CO,boulder,Great Bark Park,80026,co,597 North 119th Street,303-665-5588
Longmont,CO,boulder,Longmont Dog Park,80503,co,9079 Saint Vrain Road,
Longmont,CO,boulder,Longmont Dog Park 2,80503,co,8904 Saint Vrain Road,
Louisville,CO,boulder,Louisville Community Dog Park,80027,co,955 Bella Vista Drive,303-335-4735
Boulder,CO,boulder,North Boulder Dog Park,80304,co,2848 9th Street,
Boulder,CO,boulder,Valmont Dog Park,80301,co,5275 Valmont Road,303-413-7258
Denver,CO,denver,Berkeley Leashless Dog Park,80212,co,4800 Sheridan Boulevard,
Denver,CO,denver,Greenway Dog Park,80238,co,Syracuse Street,
Denver,CO,denver,Jason St Dog Park,80223,co,978 South Jason Street,
Denver,CO,denver,Josephine Gardens Dog Park,80206,co,East Colfax Avenue,
Denver,CO,denver,Little Boxcar Dog Park,80205,co,North Broadway,720-913-1311
Denver,CO,denver,Lowry Dog Park,80230,co,555 Uinta Way,303-326-7103
Denver,CO,denver,Railyard Dog Park,80202,co,19th Street,
Denver,CO,denver,Stapleton Dog Park,80238,co,2002 Spruce Street,
Denver,CO,denver,Stapleton Off-leash Dog Park,80238,co,Montview Boulevard,
Littleton,CO,douglas,Chatfield Dog Park,80125,co,11500 N Roxborough Park Rd,303-791-7275
Castle Rock,CO,douglas,Douglas County Dog Park,80104,co,1100 Plum Creek Parkway,
Castle Rock,CO,douglas,Glendale Open Space Dog Park,80108,co,12300 South Havana Street,303-660-7495
Vail,CO,eagle,West Vail Dog Park,81657,co,2154 South Frontage Road West,970-476-0717
Colorado Springs,CO,el,ChampDog Park,80920,co,5470 Powers Center Point,719-282-3300
Colorado Springs,CO,el,Cheyenne Meadows Dog Park,80906,co,1560 Charmwood Drive,
Colorado Springs,CO,el,Cheyenne Meadows Dog Park,80906,co,3868 Glenmeadow Drive,
Granby,CO,grand,Bear Creek Dog Park,80446,co,County Road 21,719-520-7529
Lakewood,CO,jefferson,Forsberg Iron Spring Dog Park,80228,co,14800 West Alameda Parkway,
Golden,CO,jefferson,Homer's Run Dog Park,80401,co,17651 West 10th Avenue,
Golden,CO,jefferson,Tony Grampsas Dog Park,80403,co,4471 Salvia Street,303-279-6034
Arvada,CO,jefferson,West Arvada Dog Park,80007,co,17975 West 64th Avenue,303-421-3487
Westminster,CO,jefferson,Westminster Dog Park South,80005,co,Simms Street,
Estes Park,CO,larimer,Estes Valley Dog Park,80517,co,880 Dunraven Street,
Fort Collins,CO,larimer,Front Range Village Dog Park,80525,co,2842 Council Tree Avenue,970-223-1283
Fort Collins,CO,larimer,Horsetooth Dog Park,80526,co,2626 West Horsetooth Road,970-221-6660
Greeley,CO,weld,F Street Dog Park,80634,co,County Road 31,
Evans,CO,weld,Freedom Dog Park,80620,co,2095 42nd Street,
Greenwich,CT,fairfield,Grass Island Dog Park,06830,ct,Grass Island Road,203-622-7814
New Fairfield,CT,fairfield,New Fairfield Dog Park,06812,ct,56 Gillotti Road,203-312-5800
Norwalk,CT,fairfield,Rowayton Dog Park,06853,ct,36 McKinley Street,
Shelton,CT,fairfield,Shelton Dog Park,06484,ct,320 Nells Rock Road,
Stamford,CT,fairfield,Stamford Dog Park,06902,ct,39 Courtland Avenue,203-325-4688
Trumbull,CT,fairfield,Trumbull Dog Park,06611,ct,Indian Ledge Park Road,
Westport,CT,fairfield,Winslow Dog Park,06880,ct,Compo Road North,
Bristol,CT,hartford,Bristol Dog Park,06010,ct,238 Jacobs Street,
Granby,CT,hartford,Granby CT Dog Park,06035,ct,215 Salmon Brook Street,
Simsbury,CT,hartford,Paw Meadow Dog Park,06070,ct,22 Iron Horse Boulevard,860-578-4729
Rocky Hill,CT,hartford,Rocky Hill Dog Park,06067,ct,Elm Ridge Drive,860-258-2772
South Windsor,CT,hartford,South Windsor Bark Park,06074,ct,Chief Ryan Way,
Southington,CT,hartford,Southington Dog Park,06489,ct,133 Mill Street,
Windsor,CT,hartford,Windsor Dog Park,06095,ct,104 Lang Road,
New Milford,CT,litchfield,Candlewoof Dog Park,06776,ct,2 Pickett District Road,
Cromwell,CT,middlesex,Cromwell Dog Park,06416,ct,80 Coles Road,
Middlefield,CT,middlesex,Middlefield Dog Park,06455,ct,102 Mattabeseck Road,
Derby,CT,new,Ansonia- Derby Dog Park,06418,ct,Coon Hollow Road,
Cheshire,CT,new,Cheshire Dog Park,06410,ct,1220 Waterbury Road,203-272-2743
New Haven,CT,new,Edgewood Park Dog Park,06511,ct,1296 Ella T Grasso Boulevard,
Waterbury,CT,new,Fort Hale Dog Park,06704,ct,24 Fort Hill Avenue,
Hamden,CT,new,Hamden Dog Park,06517,ct,Ridge Road,203-582-8739
Southbury,CT,new,Southbury Dog Park,06488,ct,236 Roxbury Road,
New Haven,CT,new,Union Street Dog Park,06511,ct,87 Union Street,
Wolcott,CT,new,Wolcott Dog Park,06716,ct,127 Mad River Road,
Colchester,CT,new,Colchester Dog Park,06415,ct,99 Old Hebron Road,860-537-7295
Norwich,CT,new,Norwich Dog Park,06360,ct,261 Asylum Street,
Wilmington,DE,new,Carousel Farms Dog Park,19808,de,4651 Old Linden Hill Road,
Wilmington,DE,new,Elsmere Dog Park,19805,de,400 Baltimore Avenue,
Newark,DE,new,Iron Hill Dog Park,19702,de,North Old Baltimore Pike,610-627-9000
Middletown,DE,new,Levels Road Dog Park,19709,de,900 Levels Road,
Bear,DE,new,Lums Pond Dog Park,19701,de,3355 Red Lion Road,302-368-6989
Washington,DC,district,Adams Morgan Dog Park,20009,dc,2498 18th Street Northwest,202-633-3038
Washington,DC,district,Columbia Heights Dog Park,20001,dc,11th Street Northwest,202-630-3627
Washington,DC,district,Foggy Bottom Dog Park,20037,dc,900 23rd Street Northwest,
Washington,DC,district,Francis Dog Park,20016,dc,39th Street Northwest,
Washington,DC,district,JBAB Dog Park,20032,dc,20 MacDill Boulevard Southeast,
Washington,DC,district,Kingsman Field Dog Park,20002,dc,D Street Northeast,202-715-3879
Washington,DC,district,Langdon Dog Park,20018,dc,2901 20th Street Northeast,
Washington,DC,district,Newark Street Dog Park,20016,dc,39th Street Northwest,202-671-0421
Washington,DC,district,S Street Dog Park,20009,dc,S Street Northwest,202-673-7647
Washington,DC,district,Shaw Dog Park,20001,dc,1701 6th Street Northwest,202-265-8899
Washington,DC,district,Shaw Dog Park,20002,dc,1651 11th Place Northeast,330-737-1364
Washington,DC,district,Upshur Dog Park,20011,dc,4300 Arkansas Avenue Northwest,
Washington,DC,district,Virginia Avenue Dog Park,20003,dc,1098 L Street Southeast,
Gainesville,FL,alachua,Dogwood Park & Daycare,32608,fl,5505 Southwest Archer Road,352-335-1919
Gainesville,FL,alachua,Haisley Lynch Park & Dog Park,32601,fl,450 South Main Street,
Macclenny,FL,baker,Gee Dog Run,32063,fl,7696 County Road 125,904-259-3181
Panama,FL,bay,Al Helms Dog Park,32401,fl,1022 Balboa Avenue,
Panama City Beach,FL,bay,Dog Beach at Pier Park,32413,fl,701 Pier Park Drive,850-236-5959
Panama,FL,bay,Everett Ave Dog Park,32401,fl,1137 Everitt Avenue,
Panama City Beach,FL,bay,Pier Park Dog Beach,32413,fl,Front Beach Road,
Panama,FL,bay,Zollie Young Dog Park,32404,fl,3829 East 43rd Street,850-784-4065
Melbourne Beach,FL,brevard,Canova Beach Dog Park,32951,fl,3299 South Highway A1A,321-255-4400
Indialantic,FL,brevard,Canova Dog Beach,32903,fl,3299 North Highway A1A,
Titusville,FL,brevard,Marina Park - Dog And Skate Park,32796,fl,501 Marina Road,321-267-1667
Satellite Beach,FL,brevard,Satellite Beach Dog Park,32937,fl,750 Jamaica Boulevard,321-777-3538
Parkland,FL,broward,Barkland Dog Park,33067,fl,9245 Ranch Road,954-757-4104
Pompano Beach,FL,broward,Canine Corner Dog Park,33062,fl,1101 North Federal Highway,954-786-4574
Coral Springs,FL,broward,Dr Paul's Pet Care Center Dog Park,33065,fl,2915 Sportsplex Drive,
Oakland Park,FL,broward,Oakland Dog Bark,33309,fl,971 Northwest 38th Street,
Hollywood,FL,broward,Oakridge Dog Park,33021,fl,800 Knights Road,954-921-3404
Davie,FL,broward,Peaceful Ridge Dog Park,33330,fl,2950 South Flamingo Road,954-275-8504
Pembroke Pines,FL,broward,Pembroke Pines Dog Park,33024,fl,9751 Johnson Street,954-435-6525
Fort Lauderdale,FL,broward,Precious Paws Dog Park,33312,fl,2901 Southwest 52nd Street,954-924-6800
North Lauderdale,FL,broward,Tamarac Dog Park,33068,fl,8101 Southgate Boulevard,
North Lauderdale,FL,broward,Woodville Dog Park,33068,fl,1500 Southwest 83rd Avenue,
Punta Gorda,FL,charlotte,Edgewater Dog Park,33980,fl,22967 Bayshore Road,
Inverness,FL,citrus,Bark Central Dog Park,34453,fl,6301 East Turner Camp Road,352-341-2275
Orange Park,FL,clay,Orange Park Dog Track,32073,fl,455 Park Avenue,
Orange Park,FL,clay,Poochie's Park,32065,fl,21 Fountain Drive,904-272-4545
Naples,FL,collier,Naples Dog Park,34102,fl,295 Riverside Circle,
Naples,FL,collier,Rover Run Dog Park,34109,fl,1895 Veterans Park Drive,
Atlantic Beach,FL,duval,Atlantic Beach Dog Park,32233,fl,268 Aquatic Drive,904-247-5800
Jacksonville,FL,duval,Confederate Park Dog Park,32206,fl,956 Hubbard Street,904-630-2489
Jacksonville,FL,duval,Dog Wood Park of Jacksonville,32256,fl,7407 Salisbury Road,904-296-3636
Jacksonville,FL,duval,Puppy Walk at Colonnades,32225,fl,989 Monument Road,904-725-9800
Pensacola,FL,escambia,Bill Dickson Dog Park,32507,fl,3151 Fenceline Road,850-475-5220
Spring Hill,FL,hernando,Hernando County's Dog Park,34608,fl,10375 Sandlor Street,
Apollo Beach,FL,hillsborough,Apollo Beach Dog Park,33572,fl,628 Golf and Sea Boulevard,
Tampa,FL,hillsborough,Bayport Dog Park,33615,fl,10601 Hatteras Drive,
Lutz,FL,hillsborough,Carolyn Meeker Dog Park,33548,fl,122 1st Avenue Northwest,813-635-3500
Tampa,FL,hillsborough,Davis Island Dog Beach,33606,fl,1002 Severn Avenue,813-274-8615
Thonotosassa,FL,hillsborough,Hilltop Dog Park,33592,fl,9420 Harney Road,813-506-6600
Tampa,FL,hillsborough,Hyde Park Dog Park,33606,fl,702 South Albany Avenue,813-864-2635
Tampa,FL,hillsborough,Logan Gate Dog Park,33625,fl,7374 Monterey Boulevard,813-635-3500
Seffner,FL,hillsborough,Mango Dog Park,33584,fl,11717 Clay Pit Road,
Tampa,FL,hillsborough,Northwest County Dog Park,33615,fl,8951 West Waters Avenue,
Ruskin,FL,hillsborough,Ott's Off Leash Dog Sanctuary,33570,fl,2103 3rd Avenue Southeast,813-645-6411
Tampa,FL,hillsborough,West Park Dog Park,33614,fl,6402 North Occident Street,813-635-3500
Vero Beach,FL,indian,Vero Beach Dog Park,32963,fl,3451 Indian River Drive East,772-234-2824
Minneola,FL,lake,Minneola Dog Park,34715,fl,315 Madison Street,
Mount Dora,FL,lake,Mount Dora Dog Park,32757,fl,1550 East 11th Avenue,352-735-7183
Lady Lake,FL,lake,Paradise Dog Park,32159,fl,1300 Paradise Drive,
Mount Dora,FL,lake,Sullivan Ranch Dog Park,32757,fl,21419 Sullivan Ranch Boulevard,
Fort Myers,FL,lee,Barkingham Dog Park,33905,fl,9800 Buckingham Road,239-533-7275
Fort Myers Beach,FL,lee,Bonita Springs Dog Beach,33931,fl,8800 Estero Boulevard,239-707-1874
Bonita Springs,FL,lee,Bonita Springs Dog Beach Park,34134,fl,Estero Boulevard,239-533-7275
Bonita Springs,FL,lee,Bonita Springs Dog Park,34135,fl,11071 East Terry Street,804-695-6201
Estero,FL,lee,Estero Dog Park,33928,fl,9200 Corkscrew Palms Boulevard,239-498-0415
Fort Myers,FL,lee,Gateway Dog Park,33913,fl,13240 Griffin Drive,
North Fort Myers,FL,lee,Pooch Dog Park,33903,fl,1301 Parkview Court,239-229-1627
Cape Coral,FL,lee,Wagging Tails Dog Park,33914,fl,312 El Dorado Parkway West,239-549-4606
Tallahassee,FL,leon,San Luis Dog Park,32304,fl,1569 San Luis Road,
Tallahassee,FL,leon,Tom Brown Park Dog Park,32311,fl,501 Easterwood Drive,850-329-7698
Bradenton,FL,manatee,Creekwood Dog Park,34203,fl,7025 44th Avenue East,
Bradenton,FL,manatee,Perico Apartments Dog Park,34209,fl,11001 Bristol Bay Drive,941-219-4988
Ocala,FL,marion,Letty Towles Dog Park,34471,fl,3201 Southeast 24th Street,352-368-5550
Ocala,FL,marion,Millennium Dog Park,34471,fl,2513 Southeast 32nd Place,352-732-8655
Miami,FL,miami,Dog Chow Dog Park,33133,fl,2400 South Bayshore Drive,
Miami,FL,miami,Dog Park In Coconut Grove,33133,fl,2720 South Dixie Highway,305-461-5506
Miami,FL,miami,Dog Park at West Kendall District Park,33196,fl,11255 Southwest 157th Court,305-386-0227
Miami Beach,FL,miami,Dog Park for The Waverly & The Flamingo,33139,fl,1500 Bay Road,305-535-4810
Miami Springs,FL,miami,Miami Springs Dog Park,33166,fl,599 Quail Avenue,
Miami,FL,miami,Palmetto Bay Dog Park,33157,fl,16425 South Dixie Highway,305-259-1234
Miami,FL,miami,Shorecrest Impromptu Dog Park,33138,fl,6601 Biscayne Boulevard,305-758-9027
Doral,FL,miami,Trails & Tails Park,33178,fl,11645 Northwest 50th Street,305-593-6600
Coral Gables,FL,miami,Unofficial Dog Park,33156,fl,School House Road,
Hallandale Beach,FL,miami,Waterways Dog Park,33009,fl,3401 Northeast 213th Street,305-466-8008
Big Pine Key,FL,monroe,Big Pine Dog Park,33043,fl,31009 Atlantis Drive,305-872-1367
Key West,FL,monroe,Higgs Beach Dog Park,33040,fl,White Street,
Marathon,FL,monroe,Marathon Dog Park,33050,fl,9805 Overseas Highway,305-743-0033
Fernandina Beach,FL,nassau,Nassau Humane Society Dog Park,32034,fl,641 Airport Road,904-491-1511
Destin,FL,okaloosa,Destin Dog Park,32541,fl,4100 Indian Bayou Trail,850-837-4242
Fort Walton Beach,FL,okaloosa,Ft Walton Beach Dog Park,32548,fl,34 Miracle Strip Parkway Southeast,850-244-8191
Niceville,FL,okaloosa,Niceville Dog Park,32578,fl,208 Partin Drive North,
Orlando,FL,orange,Avalon Dog Park,32828,fl,13649 Cygnus Drive,407-277-1043
Orlando,FL,orange,Colonial Ridge Apartments Bark Park,32818,fl,649 Cannon Ridge Drive,407-532-5289
Apopka,FL,orange,Doctors' Dog Park,32703,fl,21 North Highland Avenue,407-703-1741
Orlando,FL,orange,Lake Druid Park Dog Run,32803,fl,899 Coy Drive,407-246-2287
Orlando,FL,orange,Spring Isle Doggie Park,32828,fl,1365 Shallcross Avenue,407-658-9693
Windermere,FL,orange,Summerport Dog Park,34786,fl,13790 Bridgewater Crossings Boulevard,
Winter Garden,FL,orange,West Orange Dog Park,34787,fl,12400 Marshall Farms Road,407-656-3299
St. Cloud,FL,osceola,Harmony Dog Park,34771,fl,3500 Harmony Square Drive West,407-891-8358
Kissimmee,FL,osceola,Mill Slough Dog Park,34744,fl,2318 Agate Street,407-518-2340
Kissimmee,FL,osceola,Mills Slough Dog Park,34744,fl,2138 Agate Street,407-518-2501
Boca Raton,FL,palm,Boca Raton Dog Park,33431,fl,751 Banyan Trail,
Wellington,FL,palm,Greenbriar Dog Park,33414,fl,Greenbriar Boulevard,561-791-4005
Delray Beach,FL,palm,Lake Ida Dog Park,33444,fl,1455 Lake Ida Road,561-966-6600
Lantana,FL,palm,Lantana Dog Park,33462,fl,1200 West Drew Street,
Palm Beach Gardens,FL,palm,Lilac Street Dog Run,33410,fl,4175 Lilac Street,561-630-1100
Boca Raton,FL,palm,Mizner Bark Dog Park,33431,fl,751 Banyan Trail,561-393-7821
West Palm Beach,FL,palm,Pooch Pines Dog Park,33413,fl,7715 Forest Hill Boulevard,
Wellington,FL,palm,Wellington Dog Park,33414,fl,3000 Palm Beach Point Boulevard,
West Palm Beach,FL,palm,West Palm Beach Dog Park,33405,fl,Dreher Trail North,
Wesley Chapel,FL,pasco,Avalon Park West Dog Park,33545,fl,5155 Autumn Ridge Drive,
Zephyrhills,FL,pasco,Meadowood Paw Park,33542,fl,39520 Meadowood Loop,813-780-0022
New Port Richey,FL,pasco,Meadows Park and Dog Park,34653,fl,6674 Meadowbrook Lane,727-841-4560
Wesley Chapel,FL,pasco,Palm Cove Dog Park,33545,fl,Princess Bay Drive,
St. Petersburg,FL,pinellas,5th Avenue Dog Park,33705,fl,1201 5th Avenue North,
Clearwater,FL,pinellas,Dog Park On East Bay,33764,fl,4670 East Bay Drive,
Clearwater,FL,pinellas,Enterprise Dog Park,33759,fl,2671 Enterprise Road East,727-562-4800
St. Petersburg,FL,pinellas,Kenwood Dog Park,33704,fl,401 20th Avenue North,
St. Petersburg,FL,pinellas,Lake Vista Dog Park,33705,fl,1401 62nd Avenue South,727-893-7441
Oldsmar,FL,pinellas,Mobbly Bayou Dog Park,34677,fl,432 Lafayette Boulevard,
St. Petersburg,FL,pinellas,North Shore Dog Park,33701,fl,7th Avenue Northeast,727-893-7441
Tarpon Springs,FL,pinellas,Tarpon Springs Dog Park,34689,fl,198 Live Oak Street,
Mulberry,FL,polk,Diogi Dog Park,33860,fl,500 West Carter Road,863-534-6911
Lakeland,FL,polk,Lake Crago Dog Park,33805,fl,525 Lake Crago Drive,
Navarre,FL,santa,Navarre Central Bark,32566,fl,8827 High School Boulevard,
Milton,FL,santa,Pensacola Beach Dog Park,32570,fl,5950 Berryhill Road,
Sarasota,FL,sarasota,17th Street Paw Park,34235,fl,4570 17th Street,941-951-5848
Sarasota,FL,sarasota,Arlington Dog Park,34293,fl,2650 Waldemere Street,941-316-1346
Venice,FL,sarasota,Brohard Paw Park & Beach,34285,fl,1600 Harbor Drive South,941-861-9830
Sanford,FL,seminole,Paw Park of Historic Sanford,32771,fl,427 South French Avenue,407-330-5688
Casselberry,FL,seminole,Pawmosa Dog Park,32707,fl,140 Plumosa Avenue,407-262-7725
Winter Springs,FL,seminole,Winter Springs Dog Park,32708,fl,900 Hicks Avenue,
Fort Pierce,FL,st,Maravilla Dog Park,34982,fl,2622 Oleander Boulevard,
Jensen Beach,FL,st,Walton Rocks Beach Dog Park,34957,fl,6700 South Ocean Drive,772-462-1692
Oxford,FL,sumter,Doggie Do Run Run Dog Parks,34484,fl,12971 County Road 101,352-330-4446
DeLand,FL,volusia,Barkley Square Dog Park,32720,fl,1010 North Ridgewood Avenue,386-956-4908
Osteen,FL,volusia,Beck Ranch Park Dog Park,32764,fl,751 State Route 415,
Deltona,FL,volusia,Keysville Dog Park,32725,fl,2461 Keysville Avenue,
Holly Hill,FL,volusia,Riviera Oaks Dog Park,32117,fl,980 Alabama Avenue,386-671-3402
Port Orange,FL,volusia,Seamore Memorial Dog Park,32127,fl,5959 Spruce Creek Road,386-236-2150
Macon,GA,bibb,Macon Dog Park,31201,ga,831 Adams Street,
St. Marys,GA,camden,Tommy Casey Dog Park,31558,ga,600 Ashley Street West,912-882-2189
Pooler,GA,chatham,Avala Apartment Dog Park,31322,ga,300 Blue Moon Crossing,912-450-2271
Savannah,GA,chatham,Daffin Park Dog Park,31405,ga,1198 Washington Avenue,912-351-3841
Savannah,GA,chatham,Savannah Dog Park,31401,ga,11 East 41st Street,
Woodstock,GA,cherokee,Woofstock Park,30188,ga,150 Dupree Road,770-517-6788
Athens,GA,clarke,Wiggly Fields Dog Park,30605,ga,325 Whit Davis Road,706-613-3991
Jonesboro,GA,clayton,Carrington Park Dog Park,30236,ga,100 Carrington Park,770-210-0741
Marietta,GA,cobb,Boxerstock Dog Park,30008,ga,2245 Callaway Road Southwest,
Smyrna,GA,cobb,Burger Dog Park,30080,ga,660 Glendale Place,770-431-2842
Kennesaw,GA,cobb,Frank Boone Dog Park,30144,ga,3140 Old 41 Highway Northwest,
Smyrna,GA,cobb,Lake Court Dog Park,30082,ga,3500 Lake Drive Southeast,770-434-6600
Acworth,GA,cobb,Pitner Road Dog Park,30101,ga,2450 Pitner Road Northwest,770-528-8890
Decatur,GA,dekalb,Adair Dog Park,30030,ga,West Ponce de Leon Avenue,
Dunwoody,GA,dekalb,Brook Run Dog Park,30338,ga,4770 North Peachtree Road,678-234-4428
Decatur,GA,dekalb,Oakhurst Dog Park,30030,ga,450 East Lake Drive,404-377-7231
Atlanta,GA,dekalb,Parklake Dog Park,30345,ga,2200 Parklake Drive Northeast,
Decatur,GA,dekalb,Williamsburg Dog Park,30033,ga,1057 North Jamestown Road,404-633-2817
Albany,GA,dougherty,Dog Park at Walden,31705,ga,Oakwood Street,
Peachtree,GA,fayette,Peachtree City Dog Park,30269,ga,191 McIntosh Trail,770-631-2542
Atlanta,GA,fulton,Atlantic Station Dog Park,30363,ga,State Street,404-888-4900
Atlanta,GA,fulton,Camden Vantage Dog Walk,30312,ga,180 Jackson Street Northeast,
College Park,GA,fulton,Canine Crossing Dog Park,30349,ga,4951 Camp Drive,770-306-3010
Atlanta,GA,fulton,Colonial Homes Dog Park,30309,ga,214 Colonial Homes Drive Northwest,404-883-2440
Atlanta,GA,fulton,Ormewood Park Dog Yard,30309,ga,Westminster Drive Northeast,
Atlanta,GA,fulton,Railside Dog Park,30313,ga,210 Peters Street Southwest,
Atlanta,GA,fulton,Renaissance Park Dog Park,30308,ga,Piedmont Avenue Northeast,
Alpharetta,GA,fulton,Royal Paws Dog Park,30009,ga,13475 Providence Road,770-619-3235
Sandy Springs,GA,fulton,Sandy Springs Dog Park,30350,ga,335 Morgan Falls Road,770-730-5600
Alpharetta,GA,fulton,Wolfbrook Dog Club & Park,30004,ga,13665 New Providence Road,770-772-0440
Duluth,GA,gwinnett,Chattapoochee Dog Park,30096,ga,4291 Rogers Bridge Road,770-814-6981
McDonough,GA,henry,Camden Brookwood Dog Park,30253,ga,Worcester Trail,
Robins AFB,GA,houston,Robins Air Force Base Dog Park,31098,ga,1125 Crescent Drive,
Vidalia,GA,montgomery,Vidalia Community Dog Park,30474,ga,1901 Commerce Drive,
Augusta,GA,richmond,Fort Gordon Dog Park,30905,ga,29722 Rice Road,706-798-0047
Thomasville,GA,thomas,Thomas County Dog Park,31792,ga,403 South Broad Street,
Ewa Beach,HI,honolulu,Ewa Beach Dog Park,96706,hi,91-1075 Kailike Street,
Ewa Beach,HI,honolulu,Ewa By Gentry Dog Park,96706,hi,Keaunui Drive,
Honolulu,HI,honolulu,Hawaii Kai Dog Park,96825,hi,220 Keahole Street,808-396-5225
Kapolei,HI,honolulu,Kalaeloa Dog Park,96707,hi,4285 Independence Loop,866-965-0528
Kailua,HI,honolulu,Kalama Dog Park,96734,hi,355 Kihapai Street,
Honolulu,HI,honolulu,Kamila Dog Park,96818,hi,7288 Ohana Nui Circle,
Honolulu,HI,honolulu,McInerny Dog Park,96826,hi,2700 Waialae Avenue,808-946-2187
Honolulu,HI,honolulu,Moanalua Dog Park,96819,hi,2900 Moanalua Road,808-831-7105
Pearl City,HI,honolulu,Pearl City Peninsula Dog Park,96782,hi,Lehua Avenue,808-839-8670
Boise,ID,ada,Morris Hill Dog Park,83706,id,North Roosevelt Street,
Nampa,ID,canyon,Nampa Dog Park,83686,id,2900 2nd Street South,208-468-5858
Coeur d'Alene,ID,kootenai,Central Bark Kootenai County Dog Park,83815,id,3889 West Nez Perce Road,
Coeur d'Alene,ID,kootenai,Cherry Hill Dog Park,83814,id,1525 East Hazel Avenue,208-964-5995
Moscow,ID,latah,Moscow Off Leash Dog Park,83843,id,2019 White Avenue,
Twin Falls,ID,twin,Baxter Park Dog Park,83301,id,Blake Street North,
Urbana,IL,champaign,Urbana Dog Park,61802,il,1501 East Perkins Road,217-384-4062
Oak Lawn,IL,cook,Bailey's Crossing Dog Park,60453,il,9910 Melvina Avenue,
Chicago,IL,cook,Belmont Harbor Dog Beach,60657,il,3200 North Lake Shore Drive,312-747-2474
Chicago,IL,cook,Churchill Dog Park,60647,il,1825 North Damen Avenue,
Chicago,IL,cook,Clandestine Dog Park,60625,il,North Kedzie Avenue,
Glenview,IL,cook,Community Bark West,60025,il,1001 Zenith Drive,847-657-3215
Forest Park,IL,cook,Forest Park Dog Park,60130,il,Circle Avenue,708-366-2323
Evergreen Park,IL,cook,Happy Bark Dog Park,60805,il,South Rockwell Street,708-422-1551
Chicago,IL,cook,Illinois Street Dog Park,60611,il,479 East Illinois Street,
Chicago,IL,cook,Indiana & 16th Dog Park,60605,il,South Indiana Avenue,
Hinsdale,IL,cook,Katherine Legge Dog Park,60521,il,5901 South County Line Road,630-789-7095
Chicago,IL,cook,Lake Shore East Dog Park,60601,il,450 East Benton Place,312-742-7648
Chicago,IL,cook,Lincoln Park Dog Area,60614,il,2665 North Lincoln Avenue,773-549-2090
Chicago,IL,cook,Logan Square Dog Park,60647,il,2526 North Western Avenue,
Forest Park,IL,cook,Miller Meadows Dog Park,60130,il,2157 South 1st Avenue,800-870-3666
Chicago,IL,cook,Montrose Wilson Dog Beach,60630,il,West Lawrence Avenue,773-599-1666
Chicago,IL,cook,Noblest of Squares Dog Park,60642,il,1400 North Noble Street,
Melrose Park,IL,cook,Northlake Dog Park,60164,il,Whitehall Drive,
Chicago,IL,cook,Ohio Place Dog Park,60654,il,350 West Ohio Street,
Chicago,IL,cook,Ohio Street Dog Park,60654,il,630 North Kingsbury Street,312-742-7529
Park Forest,IL,cook,Park Forest Dog Park,60466,il,359 Wildwood Drive,708-748-2005
Warrenville,IL,dupage,Blackwell Off-Leash Dog Area,60555,il,Mack Road,630-933-7200
Glendale Heights,IL,dupage,East Branch Forest Preserve Dog Off-Leash Area,60139,il,1855 Glen Ellyn Road,
Naperville,IL,dupage,Greene Valley Forest Preserve Dog Park,60540,il,Greene Road,
Oak Brook,IL,dupage,Mayslake Dog Park,60523,il,1717 31st Street,630-933-7248
Glen Ellyn,IL,dupage,Spring Avenue Dog Park,60137,il,185 Spring Avenue,630-858-2462
Naperville,IL,dupage,Springbrook Prairie Dog Park,60540,il,Plainfield-Naperville Road,630-848-5000
Wood Dale,IL,dupage,White Oaks Dog Park,60191,il,111 South Wood Dale Road,630-595-9333
St. Charles,IL,kane,Fox River Bluff Dog Park,60175,il,40W361 Illinois 64,630-584-0995
Aurora,IL,kane,Lincoln Park Dog Park,60506,il,180 South Russell Avenue,630-897-0516
Sugar Grove,IL,kane,Sugar Grove Dog Park,60554,il,Wheeler Road,
